caw_code,polling_centre_code,polling_centre_name,polling_centre_key
269,58,KANJAI PRIMARY SCHOOL,3499
269,59,MWITHANGA PRIMARY SCHOOL,3500
269,60,AMWARI PRIMARY SCHOOL,3501
269,61,KIMACHIA PRIMARY SCHOOL,3502
269,62,KAMAROO PRIMARY SCHOOL,3503
269,63,NTOOMBO PRIMARY SHOOL,3504
269,64,KITHIIRI PRIMARY SCHOOL,3505
269,65,URINGU PRIMARY SCHOOL,3506
269,66,LUBUNU PRIMARY SCHOOL,3507
269,67,KUNENE PRIMARY SCHOOL,3508
269,68,ST.RITA PRIMARY SCHOOL,3509
269,69,KANTHIARI PRIMARY SCHOOL,3510
270,70,MAKANDI PRIMARY SCHOOL,3511
270,71,BARAIMU PRIMARY SCHOOL,3512
270,72,KIBULINE PRIMARY SCHOOL,3513
270,73,KALIATI PRIMARY SCHOOL,3514
270,74,KIMIRII PRIMARY SCHOOL,3515
270,75,KIERU PRIMARY SCHOOL,3516
270,76,KIBULINE SECONDARY SCHOOL,3517
270,77,MAILU NURSERY SCHOOL,3518
270,78,CHAIKURU PRIMARY SCHOOL,3519
270,79,THANANTU PRIMARY SCHOOL,3520
270,80,KAAMU PRIMARY SCHOOL,3521
270,81,MUKINDU  PRIMARY SCHOOL,3522
271,1,ANKAMIA PRIMARY SCHOOL,3523
271,2,ANTUATHENGE PRIMARY SCHOOL,3524
271,3,KAMUNJINE PRIMARY SCHOOL,3525
271,4,KAATHI PRIMARY SCHOOL,3526
271,5,AMUGAA PRIMARY SCHOOL,3527
271,6,IRINDIRO PRIMARY SCHOOL,3528
271,7,KALULI PRIMARY SCHOOL,3529
271,8,RARIMBU PRIMARY SCHOOL,3530
271,9,KARURUNE PRIMARY SCHOOL,3531
271,10,MIURINE PRIMARY SCHOOL,3532
271,11,KIRUMONE EVANGELISM CHURCH,3533
271,12,IKANA PRIMARY SCHOOL,3534
271,13,KATITHINE PRIMARY SCHOOL,3535
271,14,NGONGOAKA PRIMARY SCHOOL,3536
271,15,MUKUNGA PRIMARY,3537
271,16,THAI DISCIPLES CHRIST CHURCH,3538
271,17,RURII PRIMARY SCHOOL,3539
271,18,NGAGE SECONDARY SCHOOL,3540
271,19,KALANTINA PRIMARY SCHOOL,3541
271,20,THATHI PRIMARY SCHOOL,3542
271,21,NGUTU PRIMARY SCHOOL,3543
271,22,KIGUMA PRIMARY SCHOOL,3544
271,23,LWANJILU PRIMARY SCHOOL,3545
271,24,ANTUARIMATA PRIMARY SCHOOL,3546
271,25,KATHANENE PRIMARY SCHOOL,3547
271,26,KIARAO PRIMARY SCHOOL,3548
272,27,MIKINDURI PRIMARY SCHOOL,3549
272,28,KIRIENE PRIMARY SCHOOL,3550
272,29,RUUJU PRIMARY SCHOOL,3551
272,30,ST.STEPHEN CATHOLIC CHURCH,3552
272,31,KIAMIKUU PRIMARY SCHOOL,3553
272,32,MAREGA PRIMARY SCHOOL,3554
272,33,KIGURU PRIMARY SCHOOL,3555
272,34,KANG ETHIA WOMEN HALL,3556
272,35,THUURI PRIMARY SCHOOL,3557
272,36,MUKONO PRIMARY SCHOOL,3558
272,37,ATHWANA PRIMARY SCHOOL,3559
272,38,MUTEWA PRIMARY SCHOOL,3560
272,39,MIKINDURI COFFEE FACTORY,3561
272,40,KABULINE PRIMARY SCHOOL,3562
272,41,K.K. MUTHANGENE PRIMARY SCHOOL,3563
272,42,NTHANGATHI PRIMARY SCHOOL,3564
272,43,ATHWANA CATTLE DIP.,3565
272,44,AKAIGA PRIMARY SCHOOL,3566
273,45,KAILUNE PRIMARY SCHOOL,3567
273,46,MICHIMIKURU PRIMARY SCHOOL,3568
273,47,AMETHO PRIMARY SCHOOL,3569
273,48,IRINDIRO FULL GOSPEL CHURCH,3570
273,49,KALIENE PRIMARY SCHOOL,3571
273,50,K.K.MWETHE PRIMARY SCHOOL,3572
273,51,ST.BENEDICT'S PRIMARY SCHOOL,3573
273,52,KAILUNE TEA BUYING CENTRE,3574
273,53,NGO'MBE NJIRU PRIMARY SCHOOL,3575
273,54,KIGUCHWA PRIMARY SCHOOL,3576
273,55,KIRIMANCUMA PRIMARY SCHOOL,3577
273,56,THANGATHA TEA BUYING CENTRE,3578
273,57,AKAIRU PRIMARY SCHOOL,3579
274,58,TURINGWI OPEN GROUND,3580
274,59,MATABITHI PRIMARY SCHOOL,3581
274,60,MWEROMALIA PRIMARY SCHOOL,3582
274,61,KISIMA PRIMARY SCHOOL,3583
274,62,NTULILI PRIMARY SCHOOL,3584
274,63,KIREMU PRIMARY SCHOOL,3585
274,64,LAILUBA PRIMARY SCHOOL,3586
274,65,MWEROMUTHANGA PRIMARY SCHOOL,3587
274,66,LUUMA PRIMARY SCHOOL,3588
274,67,KIWANJA PRIMARY SCHOOL,3589
274,68,LOWANGILA PRIMARY SCHOOL,3590
274,69,MUTHARA OPEN MARKET,3591
274,70,MABUURWA PRIMARY SCHOOL,3592
274,71,LANYIRUU PRIMARY SCHOOL,3593
274,72,RUMANTHI PRIMARY SCHOOL,3594
274,73,LUBUATHIRUA PRIMARY SCHOOL,3595
274,74,KINANG'ARU PRIMARY SCHOOL,3596
274,75,MUTHARA PRIMARY SCHOOL,3597
274,76,ATHAMBU PRIMARY SCHOOL,3598
274,77,NGUTHIRU PRIMARY SCHOOL,3599
274,78,K.K. THAITA TEA BUYING CENTRE,3600
274,79,ANTUANUU PRIMARY SCHOOL,3601
274,80,NCUUI PRIMARY SCHOOL,3602
274,81,NDULUMA PRIMARY SCHOOL,3603
274,82,CHARURU PRIMARY SCHOOL,3604
274,83,THUURIA PRIMARY SCHOOL,3605
274,84,NTAMICHU PRIMARY SCHOOL,3606
274,85,GAMBELA PRIMARY SCHOOL,3607
274,86,KAONGO PRIMARY SCHOOL,3608
274,87,KAILUTHA PRIMARY SCHOOL,3609
274,89,KIBORE TEA BUYING CENTRE,3610
275,90,MWEROKIENI PRIMARY SCHOOL,3611
275,91,KIITHE PRIMARY SCHOOL,3612
275,92,MBARANGA PRIMARY SCHOOL,3613
275,93,LAIBOCHA PRIMARY SCHOOL,3614
275,94,MUTHARA POLYTECHNIC,3615
275,95,NTIRUTU PRIMARY SCHOOL,3616
275,96,MITUNGUUNE PRIMARY SCHOOL,3617
275,97,KIRIMA PRIMARY SCHOOL,3618
275,98,ANTUANDURU PRIMARY SCHOOL,3619
275,99,MUKUIRU PRIMARY SCHOOL,3620
275,100,KINJO TEA BUYING CENTRE,3621
275,101,ANGILI PRIMARY SCHOOL,3622
275,102,LUTHIE PRIMARY SCHOOL,3623
275,103,KANDUNYURINGA OPEN GROUND,3624
275,104,MULA PRIMARY SCHOOL,3625
275,105,MUTUNDURU PRIMARY SCHOOL,3626
275,106,MUKUANI PRIMARY SCHOOL,3627
275,107,NDUBUA NAINCU NURSERY,3628
275,108,LING'URI PRIMARY SCHOOL,3629
275,109,MIUINE PRIMARY SCHOOL,3630
276,1,FOREST CAMP,3631
276,2,KINORU PRIMARY SCHOOL,3632
276,3,MILIMANI MOBILE,3633
276,4,MWENDANTU GROUNDS,3634
276,5,D.E.B TOWNSHIP PRIMARY SCHOOL,3635
276,6,GITORO PRIMARY SCHOOL,3636
276,7,MERU PRIMARY SCHOOL,3637
276,8,CCM PRIMARY SCHOOL,3638
276,9,MUSLIM PRIMARY SCHOOL,3639
276,10,MOSQUE ROAD HALL (MKT),3640
276,11,LIBRARY GROUNDS,3641
276,12,NTEERE PARK,3642
276,13,PIG & WHISTLE GROUNDS,3643
276,14,NJURI NCHEKE STREET,3644
276,15,M.O.W YARD,3645
276,16,KONGOACHEKE COFFEE FACTORY,3646
276,17,NTIMA KINANI HOUSING GROUNDS,3647
276,18,MAKUTANO MARKET,3648
276,19,KIRUKURI STREET,3649
276,20,KAAGA COFFEE FACTORY,3650
277,21,MIRIGA MIERU SOCIETY OFFICES,3651
277,22,GOOD SHEPHERD PRIMARY SCHOOL,3652
277,23,NJUKI NJIRU PRIMARY SCHOOL,3653
277,24,KATHURINE COFFEE FACTORY,3654
277,25,MURINGO MBUGI PRIMARY SCHOOL,3655
277,26,GACHANKA PRIMARY SCHOOL,3656
277,27,KATHURINE MARKET,3657
277,28,MWIRINE PRIMARY SCHOOL,3658
277,29,GAKOROMONE OPEN AIR MARKET,3659
277,30,MWITERIA PRIMARY SCHOOL,3660
277,31,GITIMBINE MARKET,3661
277,32,MERU MAIN BUS PARK,3662
277,33,MCK GAKOROMONE,3663
278,34,MPURI PRIMARY SCHOOL,3664
278,35,KIAMIRIRU PRIMARY SCHOOL,3665
278,36,NTHIMBIRI PRIMARY SCHOOL,3666
278,37,KAING'INYO PRIMARY SCHOOL,3667
278,38,NG'ONYI PRIMARY SCHOOL,3668
278,39,MWIRA MWANKI PRIMARY SCHOOL,3669
278,40,IRINDA PRIMARY SCHOOL,3670
278,41,GIKUMENE PRIMARY SCHOOL,3671
278,42,GIANTUNE PRIMARY SCHOOL,3672
278,43,GITEBE MARKET,3673
278,44,NCHAURE PRIMARY SCHOOL,3674
278,45,KIRARIA PRIMARY SCHOOL,3675
278,46,GACHIEGE COFFEE FACTORY,3676
278,47,KIANJURI FARMERS  SHOW,3677
278,48,GAUKENE MARKET,3678
278,49,NATIONAL CEREALS AND PRODUCE OFFICES,3679
278,100,KATHURINE PRIMARY SCHOOL,3680
279,50,MWITHUMWIRU PRIMARY SCHOOL,3681
279,51,MURATHANKARI PRIMARY SCHOOL,3682
279,52,GICHUNGE PRIMARY SCHOOL,3683
279,53,NGIINE PRIMARY SCHOOL,3684
279,54,KAITHE MARKET,3685
279,55,KAAGA BOYS HIGH SCHOOL,3686
279,56,KAAGA PRIMARY SCHOOL,3687
279,57,CHABUENE MOBILE,3688
279,58,RUNOGONE CATTLE DIP,3689
279,59,KIRWIRO MARKET,3690
279,60,KAUTHENE MARKET,3691
279,61,MUNITHU COFFEE FACTORY,3692
279,62,KIENDERU MARKET,3693
279,63,KARINGENE NURSERY SCHOOL,3694
279,64,MUNITHU PRIMARY SCHOOL,3695
279,65,KAMBITI PRIMARY SCHOOL,3696
279,66,KATHITHI PRIMARY SCHOOL,3697
279,67,RUNOGONE PRIMARY SCHOOL,3698
279,68,KITHOKA PRIMARY SCHOOL,3699
279,69,CHUGU PRIMARY SCHOOL,3700
279,70,KARIMA GA NTUIKO PRIMARY SCHOOL,3701
279,71,GAKURINE MARKET,3702
279,72,KIRUAI COFFEE FACTORY,3703
279,73,KIBACHIA GROUNDS,3704
280,74,NKABUNE PRIMARY SCHOOL,3705
280,75,MUKONGORONE PRIMARY SCHOOL,3706
280,76,RWANYANGE PRIMARY SCHOOL,3707
280,77,THUURA HIGH SCHOOL,3708
280,78,GIAKI PRIMARY SCHOOL,3709
280,79,RURIINE PRIMARY SCHOOL,3710
280,80,KARIRWARA PRIMARY SCHOOL,3711
280,81,MBEU PRIMARY SCHOOL,3712
280,82,MBIRIKENE PRIMARY SCHOOL,3713
280,83,CIOTHIRAI PRIMARY SCHOOL,3714
280,84,GACHUA PRIMARY SCHOOL,3715
280,85,MBUUTA PRIMARY SCHOOL,3716
280,86,NDIINE PRIMARY SCHOOL,3717
280,87,NDEKERO CATTLE DIP,3718
280,88,THUURA PRIMARY SCHOOL,3719
280,89,NDURUMO MILK COLLECTION CENTRE,3720
280,90,KATHIRUNE PRIMARY SCHOOL,3721
280,91,NKUGWE COFFEE FACTORY,3722
280,92,CIOTHIRAI MARKET,3723
280,93,KIBURINE CDC CENTRE,3724
280,94,THIMANGIRI MARKET,3725
280,95,KIRIMAITUNE PRIMARY SCHOOL,3726
280,96,NTHAMIIRI PRIMARY SCHOOL,3727
280,97,MCK ST PETERS MUKINDU,3728
280,98,NTANI PRIMARY SCHOOL,3729
280,99,MUNANDENE MARKET,3730
281,1,ONTULILI CCM PRIMARY SCHOOL,3731
281,2,CCM ANGAINE PRIMARY SCHOOL,3732
281,3,KANGAITA PRIMARY SCHOOL,3733
281,4,KIRANGA PRIMARY SCHOOL,3734
281,5,NDEMU PRIMARY SCHOOL,3735
281,6,KITHITHINA PRIMARY SCHOOL,3736
281,7,MUTEITHIA PRIMARY SCHOOL,3737
281,8,TIMAU PRIMARY SCHOOL,3738
281,9,KIAMBOGO PRIMARY SCHOOL,3739
281,10,NKIRIA PRIMARY SCHOOL,3740
281,11,SIRIMON CENTRE,3741
281,12,NKANDO PRIMARY SCHOOL (ONTULILI),3742
281,13,KONGUNE NURSERY SCHOOL,3743
281,14,PYRETHRUM HOUSE,3744
281,15,TIMAU DISTRICT HOSPITAL,3745
281,16,KAIRIRI NURSERY SCHOOL,3746
281,17,KIRIMARA PRIMARY SCHOOL,3747
281,18,MCK KIRIMBA ACADEMY,3748
281,19,MCK MWANA MUTETHUA CDC CENTRE,3749
281,20,MUTETHIA CATTLE DIP,3750
282,21,MARITATI PRIMARY SCHOOL,3751
282,22,MADARAKA PRIMARY SCHOOL,3752
282,23,NGUSISHI PRIMARY SCHOOL,3753
282,24,EX-LEWA PRIMARY SCHOOL,3754
282,25,MBUJU PRIMARY SCHOOL,3755
282,26,NTIRIMITI PRIMARY SCHOOL,3756
282,27,KAMITI PRIMARY SCHOOL,3757
282,28,MUTUNYI PRIMARY SCHOOL,3758
282,29,LEWA DOWNS PRIMARY SCHOOL,3759
282,30,KANYUNGA PRIMARY SCHOOL,3760
282,31,NDURUMURU PRIMARY SCHOOL,3761
282,32,MURANGINE PRIMARY SCHOOL,3762
282,33,AIPCA SUBUIGA PRIMARY SCHOOL,3763
282,34,LUCERN CATTLE DIP,3764
282,35,VICTOR CRESS,3765
282,36,TIMA FARM,3766
282,37,SIRAJ FARM,3767
282,38,KISIMA FARM,3768
282,39,UHURU FARM,3769
282,40,KARIMBA PRIMARY SCHOOL,3770
282,41,KISIMA SEC. SCHOOL,3771
282,42,ETHI POLYTECHNIC,3772
282,43,MUKURI FGCK,3773
282,44,NGAREDARE NURSERY,3774
283,45,KINYENJERE PRIMARY SCHOOL,3775
283,46,NKANDO PRIMARY SCHOOL,3776
283,47,MAILI SABA MARKET,3777
283,48,KIIRUA PRIMARY SCHOOL,3778
283,49,MARINYARUIBI PRIMARY SCHOOL,3779
283,50,KIENI KIA NDEGE PRIMARY SCHOOL,3780
283,51,MICHOGOMONE PRIMARY SCHOOL,3781
283,52,MICHAKA PRIMARY SCHOOL,3782
283,53,THEGE PRIMARY SCHOOL,3783
283,54,KIRONYA PRIMARY SCHOOL,3784
283,55,KIIRUA TECHNICAL TRAINNIG INSTITUTE,3785
283,56,RUNKURU PRIMARY SCHOOL,3786
283,57,MITOONE PRIMARY SCHOOL,3787
283,58,MIUGUNE PRIMARY SCHOOL,3788
283,59,MUNANDA PRIMARY SCHOOL,3789
283,60,MUUTI-O-NTHUNGURI PRIMARY SCHOOL,3790
283,61,KAMUKETHA PRIMARY SCHOOL,3791
283,62,RUGETENE PRIMARY SCHOOL,3792
283,63,NDUNYU BARIKUI PRIMARY SCHOOL,3793
283,64,NKUNGA PRIMARY SCHOOL,3794
283,65,MURUGUMA PRIMARY SCHOOL,3795
283,66,KAURU NKURIGA PRIMARY SCHOOL,3796
284,67,TUTUA PRIMARY SCHOOL,3797
284,68,RWARERA PRIMARY SCHOOL,3798
284,69,KAIRUNE PRIMARY SCHOOL,3799
284,70,NJURUTA PRIMARY SCHOOL,3800
284,71,MUGAE PRIMARY SCHOOL,3801
284,72,NCHOROIBORO PRIMARY SCHOOL,3802
284,73,MUTUUMA PRIMARY SCHOOL,3803
284,74,MATUURU PRIMARY SCHOOL,3804
284,75,RIBUI PRIMARY SCHOOL,3805
284,76,KANTHUNGU PRIMARY SCHOOL,3806
284,77,KITHWENE PRIMARY SCHOOL,3807
284,78,NDUNYURUMA PRIMARY SCHOOL,3808
284,79,NJOTENE PRIMARY SCHOOL,3809
284,80,RUIRI COFFEE FACTORY,3810
284,81,RUIRI PRIMARY SCHOOOL,3811
284,82,NCHOROIBORO MARKET,3812
284,83,KAITHE PRIMARY SCHOOL,3813
284,84,MARERE PRIMARY SCHOOL,3814
284,85,KARUMANTHI PRIMARY SCHOOL,3815
289,86,NTUMBURI PRIMARY SCHOOL,3816
289,87,MARURUI PRIMARY SCHOOL,3817
289,88,NTUGI PRIMARY SCHOOL,3818
289,89,GAKANDO PRIMARY SCHOOL,3819
289,90,KIBORIONE PRIMARY SCHOOL,3820
289,91,NTHARAGWENE PRIMARY SCHOOL,3821
289,92,MURIINYA PRIMARY SCHOOL,3822
289,93,RUGUSU AIPCA PRIMARY SCHOOL,3823
289,94,GATHUINE PRIMARY SCHOOL,3824
289,95,MBURUGITI PRIMARY SCHOOL,3825
289,96,RUIBI PRIMARY SCHOOL,3826
289,97,KARANENE MILK COLLECTION CENTER,3827
289,98,KIMBO PRIMARY SCHOOL,3828
289,99,KIBIRICHIA PRIMARY SCHOOL,3829
289,100,KIBIRICHIA MARKET,3830
289,101,MUJUJUNE MARKET,3831
289,102,NTUGI MARKET,3832
289,103,KIBIRICHIA GIRLS SECONDARY SCHOOL,3833
289,104,KIBIRICHIA BOYS HIGH SCHOOL,3834
285,1,GATUUNE PRIMARY SCHOOL,3835
285,2,GATUATINE PRIMARY SCHOOL,3836
285,3,IGANE PRIMARY SCHOOL,3837
285,4,KATHATHENE PRIMARY SCHOOL,3838
285,5,KAONGO PRIMARY SCHOOL,3839
285,6,GATENDERENE PRIMARY SCHOOL,3840
285,7,KIAMAKORO PRIMARY SCHOOL,3841
285,8,CHAARIA PRIMARY SCHOOL,3842
285,9,MBAJONE PRIMARY SCHOOL,3843
285,10,RUNYWENE PRIMARY SCHOOL,3844
285,11,NGUCHIA PRIMARY SCHOOL,3845
285,12,NKUMBO PRIMARY SCHOOL,3846
285,13,NJUTHIINE PRIMARY SCHOOL,3847
285,14,UCHERU PRIMARY SCHOOL,3848
285,15,KIRWIRO PRIMARY SCHOOL,3849
285,16,KARAENE PRIMARY SCHOOL,3850
285,17,KARIA KA NGOGO PRIMARY SCHOOL,3851
285,18,MCK TOWNSHIP PRIMARY SCHOOL,3852
285,19,NJOE COFFEE FACTORY,3853
285,20,KIENI PRIMARY SCHOOL,3854
285,21,KARINGENE PRIMARY SCHOOL,3855
285,22,NGEENE PRIMARY SCHOOL,3856
286,23,NYWERI PRIMARY SCHOOL,3857
286,24,MUKIRIA YOUTH POLYTECHNIC,3858
286,25,MARIENE PRIMARY SCHOOL,3859
286,26,MUGAMBONE PRIMARY SCHOOL,3860
286,27,RUIGA PRIMARY SCHOOL,3861
286,28,RUIGA AIPCA CHURCH(OLD),3862
286,29,MWITUMURA PRIMARY SCHOOL,3863
286,30,KATHEJU PRIMARY SCHOOL,3864
286,31,MURATHI PRIMARY SCHOOL,3865
286,32,NKUENE PRIMARY SCHOOL,3866
286,33,TABATA PRIMARY SCHOOL,3867
286,34,GAITU PRIMARY SCHOOL,3868
286,35,ST. MARY IMMACULATE PRIMARY SCHOOL,3869
286,36,KAUGI NURSERY SCHOOL,3870
286,37,MARIENE COFFEE RESEARCH FOUNDATION,3871
286,38,KARIMONGA PRIMARY SCHOOL,3872
286,39,KIBARII PRIMARY SCHOOL,3873
286,40,MUKUUNE NURSERY SCHOOL,3874
286,41,NTONYERO PRIMARY SCHOOL,3875
286,42,KIRIA PRIMARY SCHOOL,3876
286,43,KIRIGARA PRIMARY SCHOOL,3877
286,44,KARIENE PRIMARY SCHOOL,3878
286,45,RWANDERI PRIMARY SCHOOL,3879
286,46,KIRIRWA PRIMARY SCHOOL,3880
286,47,RWARE PRIMARY SCHOOL,3881
286,48,KARINDINE PRIMARY SCHOOL,3882
286,49,RWANKWARE COFFEE FACTORY,3883
286,50,KIRIGARA COFFEE FACTORY,3884
286,51,RWANGUA PRIMARY SCHOOL,3885
287,52,MUTHANGENE PRIMARY SCHOOL,3886
287,53,KATHIRANGA PRIMARY SCHOOL,3887
287,54,KIJIJONE PRIMARY SCHOOL,3888
287,55,KIANTHUMBI PRIMARY SCHOOL,3889
287,56,KINJO PRIMARY SCHOOL,3890
287,57,KATHERI PRIMARY SCHOOL,3891
287,58,KATHITA PRIMARY,3892
287,59,KAGERE TEA BUYING CENTRE,3893
287,60,MWOROGA TEA BUYING CENTRE,3894
287,61,RIIJI COFFEE FACTORY,3895
287,62,KATHERI COFFEE FACTORY,3896
287,63,KINJO CATTLE DIP,3897
287,64,KAATHI TEA BUYING CENTRE,3898
287,65,KARUGWA PRIMARY SCHOOL,3899
287,66,GITHONGO YOUTH POLYTECHNIC,3900
287,67,MARATHI COFFEE FACORY,3901
287,68,KAUGU PRIMARY SCHOOL,3902
287,69,MURI PRIMARY SCHOOL,3903
287,70,GITHONGO TEA FACTORY,3904
287,71,RWATHI TEA BUYING CENTRE,3905
287,72,KARUGWA COFFEE FACTORY,3906
287,73,MANKURU TEA BUYING CENTRE,3907
287,74,MURIINYA TEA BUYING CENTRE,3908
287,75,KITHIRUNE PRIMARY SCHOOL,3909
287,76,MURUUGI PRIMARY SCHOOL,3910
287,77,KIORU PRIMARY SCHOOL,3911
287,78,KITHIRUNE GIRLS SECONDARY SCHOOL,3912
287,79,MBWINJERU PRIMARY SCHOOL,3913
287,80,KAGUMA PRIMARY SCHOOL,3914
287,81,NGAACIA TEA BUYING CENTRE,3915
287,82,KAMURITA TEA BUYING,3916
287,83,KAURUU TEA BUYING CENTRE,3917
287,84,ABOTHUGUCHI BOARDING PRIMARY SCHOOL,3918
288,85,GITIYE PRIMARY SCHOOL,3919
288,86,MUJWA PRIMARY SCHOOL,3920
288,87,KIIJA PRIMARY SCHOOL,3921
288,88,NG'ONGA PRIMARY SCHOOL,3922
288,89,MUTHIKIINE PRIMARY SCHOOL,3923
288,90,MAKANDUNE PRIMARY SCHOOL,3924
288,91,MATETU PRIMARY SCHOOL,3925
288,92,KANYWEE PRIMARY SCHOOL,3926
288,93,GIKUURU PRIMARY SCHOOL,3927
288,94,NKURA PRIMARY SCHOOL,3928
288,95,MANTHI PRIMARY SCHOOL,3929
288,96,KIAMURI PRIMARY SCHOOL,3930
288,97,KAUTHENE PRIMARY SCHOOL,3931
288,98,MPINDI PRIMARY SCHOOL,3932
288,99,RIKANA PRIMARY SCHOOL,3933
288,100,MCK MUKUUNE PRIMARY SCHOOL,3934
288,101,GACURU PRIMARY SCHOOL,3935
288,102,GITUNE COFFEE FACTORY,3936
288,103,KARIMBENE SHOPPING CENTRE,3937
288,104,ST. PAUL'S MAKANDUNE SECONDARY SCHOOL,3938
290,1,MUGURU COFFEE FACTORY,3939
290,2,MUGURU PRIMARY SCHOOL,3940
290,3,KITHUNGURI PRIMARY SCHOOL,3941
290,4,NKUMARI COFFEE FACTORY,3942
290,5,NDAMENE PRIMARY SCHOOL,3943
290,6,RWOMPO PRIMARY SCHOOL,3944
290,7,GACEERO PRIMARY SCHOOL,3945
290,8,MITUNGUU PRIMARY SCHOOL,3946
290,9,MUUNGU PRIMARY SCHOOL,3947
290,10,NKUNGUGU COFFEE FACTORY,3948
290,11,MAMURU PRIMARY SCHOOL,3949
290,12,KAURONE PRIMARY SCHOOL,3950
290,13,MBETI PRIMARY SCHOOL,3951
290,14,NKUMARI PRIMARY SCHOOL,3952
291,15,RURAMA PRIMARY SCHOOL,3953
291,16,ST. ELIZABETH PRIMARY SCHOOL,3954
291,17,NCHIGI PRIMARY SCHOOL,3955
291,18,KATHIGIRI BOARDING PRIMARY SCHOOL,3956
291,19,KAROE PRIMARY SCHOOL,3957
291,20,NJERUNE PRIMARY SCHOOL,3958
291,21,GICICI PRIMARY SCHOOL,3959
291,22,ST. JOSEPH PRIMARY SCHOOL,3960
291,23,IGOJI PRIMARY SCHOOL,3961
291,24,KAGUMONE PRIMARY SCHOOL,3962
291,25,ST. JUDE KK PRIMARY SCHOOL,3963
291,26,GEETO PRIMARY SCHOOL,3964
291,27,IGOJI BOYS SECONDARY SCHOOL,3965
291,28,NKUGWE PRIMARY SCHOOL,3966
291,29,RWARENE PRIMARY SCHOOL,3967
291,30,GATUNTUNE PRIMARY SCHOOL,3968
291,31,MACHEGENE PRIMARY SCHOOL,3969
291,32,MWOROGA PRIMARY SCHOOL,3970
291,33,GIKURUNE PRIMARY SCHOOL,3971
291,34,KIRERU PRIMARY SCHOOL,3972
291,35,GITINE  PRIMARY SCHOOL,3973
291,36,MURINGOMBAINE PRIMARY SCHOOL,3974
291,37,KATHANGARI PRIMARY SCHOOL,3975
291,38,KIUNE  PRIMARY SCHOOL,3976
291,39,MURIRU PRIMARY SCHOOL,3977
291,40,MUTUONE NURSERY SCHOOL,3978
291,41,MIRURIIRI PRIMARY SCHOOL,3979
291,42,KATHIGU PRIMARY SCHOOL,3980
292,43,KIROONE PRIMARY SCHOOL,3981
292,44,MUGAE HILL PRIMARY SCHOOL,3982
292,45,MUKUCIUNE  PRIMARY SCHOOL,3983
292,46,MUKARAGATINE PRIMARY SCHOOL,3984
292,47,KIAMWERI PRIMARY SCHOOL,3985
292,48,MUTUNGURU PRIMARY SCHOOL,3986
292,49,KAURA TEA BUYING CENTRE,3987
292,50,KIITHWA PRIMARY SCHOOL,3988
292,51,KINORO MARKET MOBILE,3989
292,52,KAREGI PRIMARY SCHOOL,3990
292,53,RIGIRI COFFEE FACTORY,3991
292,54,KINORO PRIMARY SCHOOL,3992
292,55,MUREMBU PRIMARY SCHOOL,3993
292,56,KIANDUGU PRIMARY SCHOOL,3994
292,57,KATHUGUYA PRIMARY SCHOOL,3995
292,58,MUTONGA COFFEE FACTORY,3996
292,59,KIANGUA PRIMARY SCHOOL,3997
292,60,KARIA COFFEE FACTORY,3998
292,61,GAKUUNI PRIMARY SCHOOL,3999
293,62,ST. ALLOYSIUS PRIMARY SCHOOL,4000
293,63,KANYAKINE PRIMARY SCHOOL,4001
293,64,NTHARENE PRIMARY SCHOOL,4002
293,65,KOTHINE DAY SECONDARY SCHOOL,4003
293,66,NTHUNGURI PRIMARY SCHOOL,4004
293,67,IGOKI SECONDARY SCHOOL,4005
293,68,KIROGINE PRIMARY SCHOOL,4006
293,69,KAMURINGI PRIMARY SCHOOL,4007
293,70,YURURU PRIMARY SCHOOL,4008
293,71,NYANYA COFFEE FACTORY,4009
293,72,GAATIA PRIMARY SCHOOL,4010
293,73,KAIRAA PRIMARY SCHOOL,4011
293,74,KITHAKANARO PRIMARY SCHOOL,4012
293,75,MUUTIOKIAMA  PRIMARY SCHOOL,4013
293,76,MARAA PRIMARY SCHOOL,4014
293,77,KITHINU PRIMARY SCHOOL,4015
293,78,ITHITWE PRIMARY SCHOOL,4016
293,79,KITHATU PRIMARY SCHOOL,4017
293,80,KIRINGA PRIMARY SCHOOL,4018
293,81,NYOMBA YA ATHI PRIMARY SCHOOL,4019
293,82,LOWER CHURE SECONDARY  SCHOOL,4020
293,83,MWICHIUNE PRIMARY SCHOOL,4021
293,84,UNJA COFFEE FACTORY,4022
293,85,IRIENE PRIMARY SCHOOL,4023
294,86,IGANDENE PRIMARY SCHOOL,4024
294,87,KARIRUNE TEA BUYING CENTER,4025
294,88,BUBUI PRIMARY SCHOOL,4026
294,89,KIONYO EDUCATION CENTRE,4027
294,90,GATEKENE PRIMARY SCHOOL,4028
294,91,MACHIKINE PRIMARY SCHOOL,4029
294,92,ITHIMBARI PRIMARY SCHOOL,4030
294,93,NDAGENE SECONDARY SCHOOL,4031
294,94,NKURIGA PRIMARY SCHOOL,4032
294,95,KITHAENE PRIMARY SCHOOL,4033
294,96,MENWE PRIMARY SCHOOL,4034
294,97,NGONGO PRIMARY SCHOOL,4035
294,98,GIUMPU PRIMARY SCHOOL,4036
294,99,KIONYO PRIMARY SCHOOL,4037
294,100,KITHANGARI PRIMARY SCHOOL,4038
294,101,MURUNGURUNE PRIMARY SCHOOL,4039
294,102,KARIENE TEA BUYING CENTRE,4040
